order_id,customer_id,product_id,order_date,quantity,discount,total_amount,payment_method,shipping_cost,delivery_time_days,region,profit_margin,returned
O100285,C12160,P244828,2024-09-13,1,0.0,26.76,Debit Card,3.74,5,South,5.63,No
O100286,C14097,P207228,2023-11-18,1,0.0,8.39,Credit Card,1.28,7,East,2.08,No
O100287,C14737,P209300,2024-01-10,1,0.1,230.82,Debit Card,6.93,4,Central,57.7,No
O100288,C16363,P208681,2024-09-16,2,0.0,105.2,Debit Card,6.11,6,South,41.23,No
O100289,C15685,P240964,2025-04-05,1,0.0,64.48,COD,5.73,5,South,12.32,No
O100290,C10854,P208267,2025-08-17,1,0.2,132.24,Credit Card,7.31,5,South,8.56,Yes
O100291,C15855,P205372,2024-08-01,1,0.0,28.53,Credit Card,5.06,6,North,7.78,No
O100292,C17392,P238918,2024-01-07,2,0.1,72.43,Credit Card,5.5,5,East,14.78,No
O100293,C16528,P210920,2024-12-18,3,0.0,794.52,PayPal,8.39,5,East,86.95,No
O100294,C13474,P248769,2024-11-23,1,0.1,6.06,Debit Card,4.24,6,East,-1.51,No
O100295,C15757,P216856,2023-12-02,3,0.05,479.17,Wallet,9.79,6,South,47.71,No
O100296,C15249,P227785,2024-08-25,2,0.0,44.72,Debit Card,5.92,4,North,9.73,No
O100297,C15172,P247915,2025-08-25,1,0.0,25.35,Wallet,4.56,4,West,5.58,Yes
O100298,C11707,P217221,2024-05-29,1,0.0,157.79,UPI,6.55,3,North,12.38,No
O100299,C12777,P225178,2024-08-13,1,0.05,223.2,COD,8.23,4,North,58.73,No
O100300,C15791,P233954,2025-05-31,1,0.15,46.48,UPI,6.37,3,North,-2.65,No
O100301,C11733,P206461,2024-02-19,1,0.05,73.6,Debit Card,6.89,5,West,1.94,No
O100302,C15535,P217865,2025-01-16,1,0.0,76.74,Credit Card,4.75,3,Central,16.74,No
O100303,C16390,P244232,2024-08-04,1,0.0,11.8,Credit Card,2.72,4,North,2.59,No
O100304,C14931,P214052,2025-07-09,4,0.0,268.48,Credit Card,9.1,4,West,66.07,No
O100305,C13510,P230370,2024-11-14,1,0.0,10.56,Debit Card,4.11,4,Central,0.64,No
O100306,C10202,P207332,2025-07-14,1,0.1,66.16,Debit Card,6.83,3,Central,11.69,No
O100307,C13255,P249383,2024-01-04,1,0.1,89.6,UPI,6.83,4,South,3.92,No
O100308,C14218,P200327,2024-06-03,1,0.1,141.01,Credit Card,8.29,7,East,8.63,No
O100309,C14496,P222765,2024-12-21,1,0.1,130.91,UPI,9.17,6,East,30.1,No
O100310,C10766,P205239,2024-03-30,1,0.0,25.73,Wallet,4.65,4,Central,4.36,No
O100311,C14389,P210078,2023-12-08,1,0.0,6.58,PayPal,4.64,6,East,-2.01,No
O100312,C12327,P207038,2024-01-06,1,0.0,21.29,COD,4.35,8,South,2.04,No
O100313,C12931,P208048,2025-06-24,2,0.05,359.12,Debit Card,9.09,3,North,34.0,No
O100314,C17777,P228671,2024-02-11,1,0.0,55.7,UPI,7.37,4,Central,12.12,No
O100315,C10197,P214954,2025-08-09,3,0.0,58.08,UPI,5.64,4,Central,14.69,No
O100316,C17125,P235065,2023-12-08,1,0.2,13.16,PayPal,4.97,7,West,0.95,No
O100317,C11930,P245471,2025-08-25,2,0.0,123.76,Credit Card,6.41,7,Central,43.09,No
O100318,C13582,P202779,2024-11-19,1,0.0,311.23,Credit Card,9.77,4,North,27.58,No
O100319,C16895,P246474,2025-07-10,1,0.0,42.33,Credit Card,5.1,6,East,9.72,No
O100320,C16287,P213225,2025-03-10,1,0.0,79.46,Credit Card,6.14,5,West,16.11,No
O100321,C10608,P240086,2025-09-07,2,0.0,90.02,Debit Card,6.82,4,North,24.69,No
O100322,C13272,P232541,2023-10-08,2,0.2,168.32,Credit Card,9.43,5,South,66.31,No
O100323,C11147,P219720,2024-07-15,1,0.05,46.12,Credit Card,5.88,5,East,7.03,No
O100324,C14282,P213531,2024-02-14,1,0.05,137.68,Credit Card,7.41,5,Central,40.78,Yes
O100325,C13397,P205335,2023-11-26,1,0.15,26.56,Credit Card,6.21,5,East,1.23,No
O100326,C12511,P209530,2024-02-03,3,0.0,32.37,UPI,5.31,3,North,6.02,No
O100327,C17516,P224791,2024-08-23,1,0.0,57.28,Credit Card,5.49,5,South,14.56,No
O100328,C11794,P240270,2023-12-07,3,0.15,49.01,UPI,5.69,6,East,11.46,No
O100329,C10659,P201649,2024-03-23,1,0.0,17.4,PayPal,3.31,5,South,4.52,No
O100330,C12811,P213472,2024-10-11,5,0.1,820.04,Wallet,10.09,5,North,219.52,No
O100331,C17098,P202862,2025-05-17,1,0.0,42.63,Credit Card,5.32,4,North,9.6,No
O100332,C16051,P225185,2024-08-19,1,0.0,54.5,Credit Card,4.71,5,East,1.83,No
O100333,C16546,P227134,2024-02-15,1,0.0,168.64,Debit Card,6.37,7,South,13.87,No
O100334,C11369,P200917,2023-10-11,5,0.0,358.65,Credit Card,8.5,4,South,34.54,No
O100335,C11986,P212444,2024-08-10,1,0.05,335.37,Debit Card,8.0,4,Central,85.9,No
O100336,C15630,P241121,2023-10-05,2,0.15,140.81,COD,8.38,4,North,40.9,No
O100337,C10146,P220521,2023-09-24,1,0.0,553.17,Wallet,10.14,4,West,144.75,No
O100338,C13219,P238217,2024-07-08,1,0.0,111.39,COD,6.42,4,West,32.57,No
O100339,C12911,P222066,2025-02-11,3,0.0,56.4,COD,6.67,5,West,18.71,No
O100340,C11734,P202811,2025-01-31,1,0.0,220.64,COD,9.1,6,West,57.09,No
O100341,C11843,P236189,2025-02-27,1,0.0,156.95,Wallet,6.88,5,West,37.07,No
O100342,C10488,P209290,2024-08-10,1,0.1,262.5,Debit Card,7.03,4,West,24.47,Yes
O100343,C12976,P235489,2025-07-31,2,0.1,360.88,COD,8.39,4,West,34.92,No
O100344,C11959,P227284,2024-04-25,1,0.1,55.05,Debit Card,8.55,3,North,10.72,No
O100345,C15759,P224698,2024-10-09,2,0.0,254.88,UPI,8.95,3,North,62.42,No
O100346,C16694,P243660,2024-07-02,2,0.0,719.06,Credit Card,10.58,5,South,75.71,No
O100347,C12385,P219637,2024-09-14,1,0.0,30.1,Credit Card,4.22,3,North,6.32,No
O100348,C12919,P248024,2024-12-25,1,0.1,16.83,Credit Card,5.8,5,East,-4.45,No
O100349,C14736,P233556,2025-01-12,1,0.0,77.57,PayPal,7.05,5,South,2.26,No
O100350,C11802,P216640,2025-09-02,1,0.0,18.05,Credit Card,4.08,3,North,-2.64,No
O100351,C16616,P204025,2025-03-13,1,0.0,27.81,PayPal,5.24,5,South,5.88,No
O100352,C16065,P231476,2024-03-04,1,0.0,16.27,Debit Card,4.32,3,Central,2.19,No
O100353,C16294,P206741,2024-10-01,1,0.0,8.01,COD,4.27,5,South,-1.07,No
O100354,C15534,P203654,2024-11-13,1,0.0,288.05,Debit Card,7.9,4,West,26.67,No
O100355,C14061,P246348,2024-11-16,1,0.0,92.69,Debit Card,5.92,4,West,5.2,No
O100356,C13369,P240428,2024-01-21,1,0.0,159.09,Credit Card,7.28,4,Central,11.81,No
O100357,C15730,P236019,2025-05-19,1,0.1,204.99,Debit Card,9.08,6,South,15.52,No
O100358,C10262,P238036,2025-02-09,1,0.0,59.99,Credit Card,6.96,6,North,14.04,No
O100359,C15883,P244549,2024-06-29,1,0.05,5.78,UPI,3.6,4,North,-1.29,No
O100360,C16287,P229843,2025-04-28,1,0.15,11.45,UPI,4.23,4,North,-0.22,No
O100361,C16489,P223560,2025-03-04,3,0.0,153.06,COD,6.24,6,East,47.33,No
O100362,C10623,P246257,2024-12-30,2,0.0,243.8,Credit Card,7.61,6,East,65.53,No
O100363,C11016,P247899,2024-05-22,1,0.05,74.47,UPI,6.44,5,East,2.5,No
O100364,C13643,P240330,2025-05-08,1,0.05,13.72,UPI,4.45,6,South,-0.61,No
O100365,C14976,P215987,2023-09-28,1,0.0,12.83,COD,3.98,6,South,0.51,No
O100366,C12049,P220810,2025-06-26,1,0.0,47.49,Debit Card,4.0,6,South,15.0,No
O100367,C17040,P220311,2023-12-20,3,0.1,423.98,PayPal,7.45,4,West,111.26,No
O100368,C15423,P247159,2025-08-20,1,0.0,259.63,COD,7.67,5,Central,70.22,Yes
O100369,C16397,P234920,2025-01-10,1,0.0,405.15,Credit Card,8.54,6,East,40.08,No
O100370,C13723,P208738,2025-05-13,1,0.15,38.45,Credit Card,4.35,7,East,-1.27,No
O100371,C14548,P207888,2025-01-12,1,0.0,33.41,Debit Card,5.27,5,North,6.42,No
O100372,C13108,P242864,2025-04-26,2,0.05,189.77,Debit Card,6.93,6,East,50.0,No
O100373,C15279,P205474,2024-07-31,1,0.05,12.44,Credit Card,5.39,5,West,-4.39,No
O100374,C14090,P200488,2024-05-10,1,0.0,10.41,Credit Card,4.26,5,South,-1.35,No
O100375,C17158,P224144,2025-08-19,2,0.0,27.34,Credit Card,3.95,5,East,3.71,No
O100376,C12056,P205622,2025-01-08,1,0.1,90.91,UPI,7.29,5,South,3.62,No
O100377,C17400,P231830,2025-06-17,1,0.0,104.23,Credit Card,7.6,5,East,21.58,No
O100378,C13170,P236542,2025-06-28,1,0.2,10.46,PayPal,4.29,3,North,-0.11,No
O100379,C11682,P239214,2024-03-09,1,0.05,287.08,Debit Card,9.02,6,East,25.43,No
O100380,C16959,P227648,2024-04-17,1,0.1,20.0,Wallet,4.43,6,South,-2.83,No
O100381,C12255,P232697,2025-05-29,2,0.1,323.73,Debit Card,9.07,5,West,88.05,No
O100382,C11154,P225223,2024-08-24,1,0.2,405.42,UPI,10.12,6,East,103.4,No
O100383,C14499,P221865,2025-08-17,1,0.0,22.98,Credit Card,4.59,4,South,5.75,No
O100384,C16295,P208572,2025-07-16,1,0.0,188.62,Credit Card,9.83,6,South,12.8,No
O100385,C16197,P240601,2023-11-09,1,0.0,23.1,UPI,5.96,5,North,2.13,No
O100386,C13191,P243026,2024-06-25,2,0.0,50.96,COD,4.87,4,North,12.97,No
O100387,C11696,P223501,2024-04-22,1,0.0,61.52,COD,6.74,4,North,10.49,No
O100388,C13991,P226866,2024-01-20,4,0.0,30.28,Credit Card,5.62,4,Central,-3.2,No
O100389,C14723,P212416,2025-09-01,1,0.15,17.21,Debit Card,4.89,4,South,-0.07,No
O100390,C14682,P225775,2025-01-24,3,0.0,82.77,Credit Card,7.02,5,South,30.23,No
O100391,C11648,P229080,2024-04-13,1,0.15,274.39,UPI,10.65,5,North,22.28,No
O100392,C15539,P204887,2024-11-13,1,0.0,70.95,Credit Card,5.23,5,West,16.06,No
O100393,C11445,P219374,2023-12-06,1,0.0,5.07,Credit Card,1.72,6,West,0.56,No
O100394,C14199,P216605,2024-09-06,1,0.0,22.88,Wallet,3.63,5,East,2.78,Yes
O100395,C13923,P215684,2024-02-19,1,0.0,11.37,Credit Card,5.23,5,South,-4.32,No
O100396,C10253,P224002,2024-07-22,2,0.05,2.83,COD,2.44,3,Central,-2.21,No
O100397,C17394,P226015,2024-12-26,2,0.0,273.74,Wallet,9.52,6,West,72.6,No
O100398,C13183,P222972,2025-06-18,4,0.0,271.52,Wallet,10.2,3,North,11.52,No
O100399,C12557,P200617,2024-09-07,3,0.3,53.11,Credit Card,7.43,4,South,16.47,No
O100400,C15592,P246404,2025-04-06,1,0.2,21.82,Debit Card,4.42,5,East,4.31,No
O100401,C10098,P235338,2025-01-07,1,0.0,86.09,Debit Card,6.8,4,Central,17.31,No
O100402,C12200,P206309,2025-06-12,1,0.0,407.78,Credit Card,8.52,5,East,40.41,No
O100403,C15980,P219139,2024-09-15,1,0.0,14.89,Debit Card,2.72,3,North,-1.53,No
O100404,C12961,P202790,2024-11-05,2,0.0,1229.56,PayPal,9.78,4,North,137.77,No
O100405,C16015,P207826,2025-07-23,1,0.05,62.79,COD,5.42,4,Central,16.56,No
O100406,C14973,P212134,2023-11-30,1,0.05,474.34,Debit Card,7.97,5,East,48.95,No
O100407,C14433,P219693,2024-03-19,1,0.0,44.99,UPI,6.17,7,South,9.58,No
O100408,C13777,P204054,2024-11-13,1,0.2,30.06,Credit Card,4.88,5,South,5.64,No
O100409,C12869,P216090,2025-04-09,1,0.0,18.04,Credit Card,4.68,5,North,3.44,No
O100410,C13234,P223808,2024-11-17,1,0.15,6.42,PayPal,3.19,4,West,-2.68,No
O100411,C13791,P240449,2024-11-24,1,0.05,142.99,Credit Card,7.03,5,West,10.13,No
O100412,C10956,P215569,2023-10-22,2,0.0,5.34,UPI,3.02,5,North,-0.88,No
O100413,C15800,P232227,2025-02-26,1,0.0,411.4,UPI,9.03,4,North,40.34,No
O100414,C14067,P206508,2025-02-01,1,0.05,761.41,Debit Card,10.19,8,North,81.18,No
O100415,C10160,P216608,2024-12-04,1,0.0,68.32,Wallet,6.16,3,North,24.58,Yes
O100416,C15699,P223523,2024-04-18,1,0.0,19.09,UPI,5.18,6,East,2.46,No
O100417,C16944,P210433,2023-10-31,2,0.0,164.26,PayPal,9.29,5,East,10.42,No
O100418,C14493,P231939,2023-10-31,1,0.15,92.4,Credit Card,6.44,5,West,25.9,No
O100419,C11300,P245112,2024-06-20,1,0.05,472.75,Debit Card,10.23,4,South,46.5,No
O100420,C14911,P224520,2025-07-12,1,0.05,4.57,COD,0.29,3,North,0.08,No
O100421,C13987,P211888,2025-05-25,1,0.0,85.01,UPI,5.36,6,East,24.39,No
O100422,C11527,P230932,2024-03-15,1,0.0,94.09,Debit Card,6.62,3,Central,19.73,No
O100423,C16015,P219734,2024-12-13,3,0.0,89.34,Debit Card,7.17,3,North,-0.02,No
O100424,C15511,P203827,2024-11-19,2,0.2,15.95,Debit Card,3.6,3,Central,3.58,No
O100425,C15254,P216257,2024-09-07,1,0.05,21.14,Credit Card,4.43,4,Central,-2.74,No
O100426,C11218,P232194,2024-12-31,1,0.0,17.39,Debit Card,5.43,6,South,-4.04,No
O100427,C14496,P231318,2024-09-07,3,0.2,28.61,COD,4.31,9,East,3.7,Yes
O100428,C14735,P216793,2024-11-08,3,0.1,62.91,Debit Card,6.41,5,South,21.9,No
O100429,C13104,P234684,2024-03-29,3,0.15,170.37,COD,6.93,5,West,52.7,No
O100430,C12735,P228014,2024-12-08,1,0.0,3.24,Credit Card,3.02,5,South,-2.76,No
O100431,C14555,P202859,2025-04-05,1,0.15,35.97,Credit Card,6.26,5,South,6.33,No
O100432,C10954,P239840,2024-12-30,1,0.0,9.13,Debit Card,3.36,4,South,0.29,No
O100433,C14565,P231856,2025-05-22,1,0.1,57.23,Debit Card,8.05,5,West,11.98,No
O100434,C13446,P248291,2023-10-13,1,0.05,41.03,PayPal,5.75,5,East,8.61,No
O100435,C11045,P234819,2025-08-16,2,0.2,585.14,COD,8.88,4,West,61.34,Yes
O100436,C16893,P220085,2025-03-18,2,0.0,9.68,Credit Card,4.6,4,South,-0.24,No
O100437,C11693,P208214,2024-11-13,1,0.0,12.29,UPI,2.83,4,South,1.47,No
O100438,C16181,P235736,2024-03-16,2,0.05,590.96,Credit Card,10.05,4,North,60.87,No
O100439,C16373,P241704,2025-09-06,1,0.3,10.38,UPI,4.19,4,South,-0.56,No
O100440,C13436,P200601,2024-03-03,1,0.0,38.95,UPI,4.31,5,West,9.32,No
O100441,C10562,P224318,2024-05-28,1,0.0,164.22,Debit Card,8.05,4,Central,37.93,No
O100442,C12485,P215451,2024-03-12,4,0.0,914.0,Credit Card,10.29,6,West,245.63,No
O100443,C15895,P246025,2024-07-05,1,0.05,95.15,Debit Card,8.55,6,East,2.87,No
O100444,C13354,P205274,2025-05-20,5,0.05,171.86,UPI,6.05,7,East,71.29,No
O100445,C16170,P218226,2023-12-26,4,0.2,34.82,PayPal,4.1,3,North,9.83,No
O100446,C10225,P243634,2024-01-02,2,0.1,55.49,PayPal,5.86,5,North,19.11,No
O100447,C17444,P230926,2023-10-28,1,0.05,2.92,COD,0.88,5,East,-0.65,No
O100448,C14893,P245136,2025-08-19,1,0.0,285.29,Credit Card,9.7,3,North,24.53,No
O100449,C17776,P219046,2025-03-01,1,0.1,33.97,UPI,4.7,4,North,8.89,No
O100450,C16427,P208674,2024-03-26,1,0.0,24.82,Credit Card,5.46,5,South,1.49,No
O100451,C17022,P219023,2024-10-15,3,0.15,117.5,Credit Card,6.37,6,North,46.5,No
O100452,C10959,P221910,2025-01-17,1,0.05,84.91,Debit Card,6.28,5,South,17.49,No
O100453,C15600,P248230,2025-01-25,2,0.05,171.4,Credit Card,7.43,4,North,52.56,No
O100454,C14548,P211503,2023-12-03,2,0.0,322.64,Debit Card,10.16,5,South,102.76,No
O100455,C13067,P248392,2025-08-18,4,0.3,20.33,Credit Card,4.99,4,North,4.16,No
O100456,C17996,P247138,2024-05-14,1,0.1,373.36,Credit Card,9.71,3,North,35.09,No
O100457,C10815,P205368,2023-10-25,1,0.05,9.09,Credit Card,1.68,7,South,2.41,No
O100458,C14754,P223527,2024-02-07,1,0.0,24.32,UPI,4.86,6,East,2.44,No
O100459,C17683,P245335,2024-04-04,1,0.05,50.95,Credit Card,6.13,4,North,11.7,No
O100460,C14642,P222487,2023-11-25,1,0.0,10.62,Debit Card,3.07,7,East,0.65,Yes
O100461,C15311,P236593,2024-12-09,1,0.0,35.77,UPI,6.82,6,East,5.7,No
O100462,C13120,P210391,2025-03-16,1,0.0,378.4,Debit Card,10.3,4,South,35.11,No
O100463,C17679,P209874,2025-04-17,1,0.0,275.03,Credit Card,10.5,5,North,22.5,No
O100464,C10016,P203608,2024-07-13,1,0.0,438.13,Debit Card,8.78,6,East,43.8,No
O100465,C17339,P230451,2023-12-20,1,0.05,546.6,UPI,9.93,3,North,55.66,No
O100466,C11243,P239646,2024-11-15,2,0.2,169.87,UPI,6.39,4,North,53.06,No
O100467,C12205,P233786,2025-01-29,1,0.3,31.74,Wallet,3.93,5,West,7.18,No
O100468,C12524,P227546,2023-11-16,2,0.1,9.47,Credit Card,2.38,6,South,-1.62,No
O100469,C11069,P242378,2025-07-08,1,0.0,10.38,COD,4.22,6,Central,-3.39,No
O100470,C13444,P235268,2024-05-19,1,0.0,29.12,Debit Card,4.34,3,North,5.85,No
O100471,C12565,P202667,2024-09-16,2,0.0,35.18,COD,5.91,5,North,6.4,No
O100472,C16242,P242346,2025-04-20,2,0.1,196.47,COD,7.58,5,West,47.43,No
O100473,C15864,P205230,2025-01-22,2,0.1,103.41,Debit Card,7.14,3,North,5.27,No
O100474,C11060,P225720,2025-05-28,2,0.0,264.98,PayPal,9.88,4,South,64.31,No
O100475,C12327,P243023,2024-03-17,1,0.0,236.96,PayPal,8.19,6,West,58.16,No
O100476,C13420,P237602,2025-08-23,1,0.05,354.12,Credit Card,8.4,4,West,115.54,No
O100477,C16640,P201546,2024-06-29,4,0.0,208.36,Credit Card,8.14,5,East,75.2,No
O100478,C10301,P215050,2024-05-15,2,0.05,7.32,COD,2.76,5,South,0.17,No
O100479,C14276,P247817,2025-02-23,1,0.2,2.66,Credit Card,2.17,6,West,-1.96,No
O100480,C10606,P230134,2023-10-12,1,0.0,12.34,Credit Card,4.32,5,Central,-0.0,No
O100481,C13170,P215640,2024-11-04,1,0.0,11.76,COD,3.34,5,North,-2.4,Yes
O100482,C10699,P220828,2025-01-26,1,0.0,4.15,Wallet,4.33,4,South,-2.46,No
O100483,C15088,P214284,2025-06-29,3,0.0,212.19,PayPal,7.03,7,South,88.46,No
O100484,C11139,P203423,2024-08-01,1,0.0,1.84,Credit Card,0.52,7,East,-0.37,No
O100485,C10190,P228577,2025-06-02,1,0.2,6.03,Debit Card,2.9,6,Central,-2.42,No
O100486,C12300,P219070,2023-11-20,1,0.1,207.59,COD,6.94,3,North,55.34,No
O100487,C10980,P202332,2024-05-10,1,0.05,143.18,Debit Card,6.85,5,West,43.26,No
O100488,C12975,P206066,2025-03-05,1,0.05,87.81,PayPal,7.66,3,Central,16.93,No
O100489,C16102,P218040,2025-07-08,2,0.05,36.9,COD,5.58,3,North,11.02,No
O100490,C11184,P238806,2025-05-01,3,0.0,65.64,Credit Card,5.99,4,North,20.27,No
O100491,C13327,P208583,2025-07-03,2,0.0,122.98,Credit Card,7.12,4,Central,29.77,No
O100492,C13394,P238057,2024-01-26,1,0.05,58.6,Credit Card,4.92,5,East,11.49,No
O100493,C10127,P222604,2023-09-21,1,0.0,187.07,Credit Card,9.02,5,Central,43.36,Yes
O100494,C12065,P226564,2024-03-04,1,0.0,344.04,Debit Card,8.94,4,Central,32.34,No
O100495,C11816,P233064,2024-10-13,1,0.1,8.68,COD,2.56,5,East,-1.87,No
O100496,C15854,P222857,2024-09-19,2,0.0,169.06,Credit Card,8.39,8,South,11.9,No
O100497,C16709,P228941,2024-05-19,1,0.15,4.04,Credit Card,2.74,6,East,-0.92,No
O100498,C10569,P237962,2025-05-27,1,0.1,14.45,Credit Card,4.16,5,South,1.62,No
O100499,C15442,P238573,2023-09-29,1,0.0,137.2,Credit Card,7.11,5,East,31.31,No
O100500,C11895,P245565,2024-05-08,3,0.0,69.21,Debit Card,5.72,6,South,21.96,No
O100501,C12733,P225692,2024-08-18,1,0.05,43.98,Credit Card,6.16,4,South,11.43,Yes
O100502,C13863,P216879,2023-11-19,3,0.0,1801.68,Debit Card,11.97,5,Central,204.23,No
O100503,C14721,P235763,2024-05-19,4,0.3,83.94,Debit Card,6.35,6,East,17.15,No
O100504,C17455,P216477,2025-01-28,1,0.05,157.28,Credit Card,6.82,5,South,40.36,Yes
O100505,C14014,P245680,2025-06-16,1,0.0,158.51,PayPal,7.7,8,East,36.68,No
O100506,C12901,P206393,2024-07-23,1,0.2,36.9,Credit Card,5.43,3,North,11.18,No
O100507,C11686,P233488,2025-06-12,2,0.0,96.84,Credit Card,8.92,3,North,34.66,No
O100508,C13009,P221459,2024-01-17,1,0.15,159.61,UPI,8.71,4,West,10.44,Yes
O100509,C17806,P239093,2024-06-10,1,0.0,50.23,UPI,7.63,5,South,6.43,No
O100510,C10154,P212554,2024-05-11,1,0.05,295.85,PayPal,9.0,5,West,26.5,No
O100511,C12537,P237867,2023-11-01,1,0.0,165.27,PayPal,6.17,5,South,13.66,No
O100512,C11409,P212568,2024-08-03,1,0.05,63.33,Wallet,6.9,4,West,10.83,No
O100513,C14057,P236794,2024-07-18,1,0.0,4.76,Debit Card,3.8,4,North,-1.66,No
O100514,C10784,P245015,2025-08-06,2,0.0,3188.66,COD,10.09,4,West,372.55,No
O100515,C13175,P205057,2023-10-24,1,0.0,46.39,UPI,6.43,4,North,7.49,No
O100516,C17560,P217490,2025-05-31,1,0.0,209.4,Debit Card,7.62,4,North,51.01,No
O100517,C17978,P205305,2025-09-11,1,0.0,66.63,Credit Card,6.72,5,East,-1.39,No
O100518,C14341,P232740,2025-07-20,1,0.0,467.92,Credit Card,8.06,5,South,122.96,Yes
O100519,C17343,P244682,2025-02-18,1,0.05,357.73,UPI,8.26,4,West,34.67,No
O100520,C17206,P224118,2025-04-29,1,0.0,86.07,PayPal,7.68,4,Central,18.14,No
O100521,C15596,P206674,2024-11-22,1,0.0,12.07,Debit Card,4.31,4,West,1.12,No
O100522,C15801,P242331,2025-05-15,1,0.05,256.79,Debit Card,8.25,5,West,63.65,No
O100523,C12806,P224998,2025-07-24,2,0.0,50.56,COD,6.8,3,North,10.9,No
O100524,C10537,P215316,2023-12-05,5,0.15,368.39,Wallet,8.73,6,West,35.48,No
O100525,C15986,P216217,2024-06-17,1,0.0,22.12,Credit Card,4.11,8,South,3.63,No
O100526,C11841,P202005,2024-01-29,1,0.0,173.01,PayPal,8.93,4,South,11.83,No
O100527,C15016,P245509,2024-10-19,1,0.0,176.9,PayPal,8.52,7,East,41.01,No
O100528,C12455,P214602,2024-12-12,2,0.2,5.52,Credit Card,2.33,3,North,-1.89,No
O100529,C10524,P221645,2024-04-19,1,0.0,9.49,Debit Card,4.32,5,West,-0.52,No
O100530,C16971,P245371,2024-09-16,1,0.05,72.1,PayPal,7.03,7,East,1.62,No
O100531,C15625,P213987,2025-05-02,1,0.1,23.26,COD,3.6,6,East,-1.74,No
O100532,C12950,P249915,2025-07-22,1,0.0,179.87,COD,7.48,4,North,42.88,No
O100533,C17992,P213543,2025-06-01,4,0.0,133.16,Credit Card,8.25,6,South,38.36,No
O100534,C14131,P227944,2025-02-07,1,0.0,65.28,Credit Card,8.9,4,South,10.68,No
O100535,C14780,P209144,2024-12-15,1,0.05,13.25,Credit Card,4.08,5,South,0.56,No
O100536,C14115,P243882,2025-02-09,1,0.1,25.97,Credit Card,4.12,6,South,4.97,No
O100537,C12368,P238459,2025-02-18,1,0.0,821.32,Debit Card,8.32,5,East,90.24,No
O100538,C13847,P239827,2023-12-27,5,0.1,133.43,Credit Card,7.09,6,East,30.27,No
O100539,C16655,P230741,2024-05-08,1,0.0,520.69,PayPal,8.24,3,Central,54.24,No
O100540,C14495,P204479,2025-02-24,1,0.0,2.95,COD,2.35,5,West,-1.17,No
O100541,C12701,P204198,2023-10-26,1,0.0,59.18,UPI,6.62,6,West,9.95,No
O100542,C10971,P209091,2025-02-28,2,0.0,514.26,Credit Card,8.18,3,North,135.81,No
O100543,C16002,P247836,2023-11-26,3,0.2,579.24,Credit Card,9.03,6,South,60.48,Yes
O100544,C16614,P204205,2025-07-09,2,0.1,46.55,Debit Card,6.41,5,East,12.21,No
O100545,C11166,P203641,2024-07-19,1,0.1,21.95,Debit Card,3.79,5,East,2.36,No
O100546,C15211,P203543,2024-09-26,1,0.0,161.44,Credit Card,7.03,4,North,38.17,No
O100547,C17521,P248192,2025-07-13,1,0.05,33.84,Debit Card,5.55,5,East,7.99,No
O100548,C14929,P205591,2024-11-13,5,0.1,2617.7,Debit Card,10.62,3,North,303.5,No
O100549,C15919,P244601,2023-11-29,1,0.0,86.08,Debit Card,5.45,3,North,18.65,No
O100550,C12774,P229341,2024-02-16,1,0.0,60.45,Wallet,6.16,4,Central,21.04,No
O100551,C11982,P229055,2024-04-16,1,0.15,104.25,COD,6.87,5,West,22.32,No
O100552,C10853,P206116,2024-09-04,1,0.0,88.73,Debit Card,6.31,4,West,24.75,No
O100553,C14146,P200761,2025-04-17,3,0.05,47.91,PayPal,8.5,7,West,8.27,No
O100554,C13736,P202407,2024-10-19,1,0.15,14.11,Credit Card,3.5,7,East,1.44,No
O100555,C13769,P231594,2024-07-20,2,0.2,31.17,PayPal,3.74,4,West,-1.25,No
O100556,C10574,P200885,2025-04-04,5,0.0,280.75,PayPal,10.5,4,North,87.76,No
O100557,C13261,P232195,2023-10-07,1,0.2,48.37,Credit Card,4.57,5,East,12.36,No
O100558,C11148,P235411,2024-03-21,1,0.0,7.31,PayPal,2.23,4,West,0.69,No
O100559,C16293,P227819,2025-07-09,5,0.0,385.9,Credit Card,9.53,3,North,98.52,No
O100560,C16457,P211125,2025-03-24,1,0.0,49.36,UPI,5.82,7,East,8.0,No
O100561,C16713,P221494,2025-05-29,5,0.1,21.29,Credit Card,4.71,4,North,4.87,No
O100562,C17509,P234236,2025-01-28,1,0.0,8.59,Debit Card,3.7,5,South,0.17,No
O100563,C16448,P224585,2025-02-16,1,0.0,133.63,Credit Card,7.13,4,West,53.0,No
O100564,C11715,P222045,2024-01-12,3,0.0,409.95,Credit Card,7.62,4,West,41.57,No
O100565,C14777,P222447,2024-08-22,3,0.0,16.23,Debit Card,4.93,3,Central,1.56,No
O100566,C14933,P246134,2025-02-22,1,0.0,63.69,COD,4.6,4,South,17.69,No
O100567,C13854,P239783,2024-07-09,1,0.05,47.8,Debit Card,4.74,4,South,11.99,No
O100568,C15173,P226238,2024-04-28,1,0.1,445.86,Credit Card,9.26,4,West,44.24,No
O100569,C17146,P239091,2025-07-06,3,0.0,68.55,COD,5.2,4,West,22.22,No
O100570,C12491,P241703,2025-02-28,1,0.0,9.18,Debit Card,4.56,4,West,-0.43,No
